"Claims  of  contractors  preferred  after   period  are  treated  as  time  barred  by  the statute of limitations?","2 years","3 years","5 years","None","3 years"
"Under   special   financial   powers   of   Army Commanders, power to purchase of stores of ordnance origin up  to  Rs.  10  crores  per transaction  in  consultation  with  Finance  is vested with ?","GOCs in C of all commands","GOC in C of NC & EC","Chief of Army","GOC in C ARTRAC","GOC in C of NC & EC"
"Purchase of goods up to value on each occasion   may   be   made   without   inviting quotations   or   bids   on   the   basis   of   a certificate  to  be  recorded  by  the  CFA  in terms of GFR?","Rs. 15,000","Rs. 20,000","Rs. 25,000","Rs. 30,000","Rs. 25,000"
"Delegation      of      financial      power      for procurement    is    exercised    as    per    the procedure laid down in ?","DPM","DPP","SOP","MES
Registrations","DPM"
"Date  of  effect  of  any  sanction  is  normally
w.e.f. ?","Date of approval","Date of issue","Date of receipt","None","Date of issue"
"Articles of different makes and patterns but serving the same purpose will be treated as","Different articles","Similar articles","Combined articles","None","Similar articles"
"The  financial  powers  of  the  Government which   have   not   been   delegated   to   a subordinate authority shall vest in ?","Finance Ministry","HOD","Head of Office","Controlling Officer","Finance Ministry"
"The    following    will    tantamount    to    in fructuous    expenditure    requiring    formal sanction as a loss by the CFA?","Abandonment of project","Change of plan or design","Premature termination of contract","All","All"
"Who among the  following is authorized  to sign MRO?","Remount and purchasing agent","Representative of DEO in Cantonment","Both","None","Both"
"CFA  to  write  off  loss  is  determined  with reference  to   loss  in  case  where  part claim is admitted by carrying agency?","Net","Gross","Will be decided by PCDA/CDA","Will be decided by Executive","Net"
"Whose sanction is necessary to carry out re appropriation    due    to    error    in    budget estimate?","GOI","FADS","PCDA/CDA","Next higher CFA","GOI"
"Which of  the  following is not an auditable document prescribed for POL Accounts of a unit?","Unit vehicle Register","Part II order","Car diary","None","Part II order"
"In the case of loss of money on account of withdrawal   from   treasury,   responsibility fixed entirely on treasury authorities is done?","No need to write off the loss","CFA will write off loss in consultation with CDA","Further investigation is done","None","CFA will write off loss in consultation with CDA"
"The     powers     of     AAO     to     write     off irrecoverable  amounts  due  to  any  cause are up to Rs. in each case?",500,100,1000,"No powers to AAO",500
"When  Funds  on  ECR  are  drawn,  the  units ordered  to  move  at  less  than  48  hours notice  will  submit  certificate  of  expending to ?","Move Sanctioning authority","PCDA/CDA","Both","None","Move Sanctioning authority"
"Which  of  the  following  points  is  not  true with  reference  to  Short  Term  Agreements and their conclusion?","Emergency- Regular contract not feasible","When ring formed by Contractors quoting high rates","Require pre scrutiny by CDA","None","Require pre scrutiny by CDA"
"Fluctuating charges such as TA/DA etc., for which   no   scales   are   laid   are   calculated w.r.to  average expenditure of the previous
_years in BEs?",2,3,5,10,3
"Which of the following is not correct?","Fee does not include unearned income","Some part of fee is to be credited to Government","It can be recurring or non recurring payment","fee is paid out of Consolidated Fund of India","fee is paid out of Consolidated Fund of India"
"Repeat   Order   Clause   may   be   exercised, provided  it  does  not  exceed   of  the original order quantity?",0.25,0.5,0.75,1,0.5
"Which of the following does not fall under the category of Compensatory Allowance?","Travelling Allowance","Free Passage by Air to a place outside India","Bad Climate Allowance","Hard Area Allowance","Free Passage by Air to a place outside India"
"Who  among  the  following  should  not  pay cash   along   with   MRO   into   Government Treasury/Bank?","Units having public Fund Account","Any person paying money to Government","Both","None","Units having public Fund Account"
"The  repeat  order  is  to  be  placed  within
from  the  date  of  completion  of  the supply against the previous order","3 months","4 months","six months","one year","six months"
"Who among the following is responsible for the   sufficiency   and   moderation   of   the Defence Service Estimates?","MOD","MOD (Fin)","Both","None","Both"
"Who among the following is responsible for securing that expenditure shall not proceed at    a    rate    unwarranted    by    sanctioned Estimates?","MOD","MOD (Fin)","Both","None","Both"
"Which  of  the  following  clauses  is  a  price safety mechanism in a Rate Contract?","Liquidated Damages","Fall clause","Repeat Order","Security clause","Fall clause"
"Powers  of  re-appropriation  are  exercised by which of the following?","Central Controlling Authorities","Command Headquarters","Independent Area Headquarters","All the three","All the three"
"Re-appropriation  between  different  Minor heads can be made by ?","MOD","GOI","PCDA/CDA","All the three","GOI"
"In the case of foreign procurements, which of    the    following    methods    of    inviting tenders can be adopted?","Global Tender Enquiry","Limited Tender Enquiry","Single Tender Enquiry (PAC)","All the three","All the three"
"An Appeal against the final disallowance of an  audit  officer  should  be  submitted  not beyond  from date of intimation of final disallowance?","2 months","3 months","12 months","24 months","2 months"
"GE can enter into contracts whose value is up to Rs. ?","10 lakhs","15 lakhs","50 lakhs","150 lakhs","50 lakhs"
"All   cases   of   payments   due   to   incorrect interpretation   by   DAD   for   which   direct responsibility  attaches  to  DAD  should  be submitted to for orders?","GOI","MOD (Fin)","CGDA","DGADS","GOI"
"When  a  vendor  is  not  able  to  supply  the stores   or   render   service   which   of   the following   clause   can   be   invoked  by   the purchaser?","Option clause","Fall clause","Risk & Expenses clause","None","Risk & Expenses clause"
"The   period   of   Short   Term   Agreement should not exceed ?","3 months","6 months","9 months","12 months","6 months"
"Contracts will be normally concluded for a period of ?","3 months","6 months","12 months","3 years","12 months"
"Which  of  the  following  is  not  correct  w.r.t Honorarium?","It is paid for work of occasional character","It is taxable","It can be paid by one government to employees of another government","None","None"
"CDA is responsible to bring to the notice of the  executive  in  the  cases  where  progress of expenditure under a head is ?","Abnormally heavy or abnormally low","Unusually heavy or unusually low","Unusually heavy or abnormally low","Abnormally heavy or unusually low","Abnormally heavy or unusually low"
"Letters  from  contractors  forwarding  deeds of   assignment   should   indicate   whether bank  in  whose  favor  such  a  document  is executed will function as a ?","Collecting Agency","Financial bank","Either a or b","Both a and b","Either a or b"
"Retired Group ‘A’ officer should not accept any  commercial  employment  before   from   date   of   retirement   without   prior sanction?","5 years","3 years","2 years","one year","one year"
"When a police guard renders  services as a Government  treasure  in  the  absence  of  a military  guard,  which  of  the  following  will be charged to Defence Service Estimates?","His Travelling Expenses","His pay and allowances","Departmental charges by his Dept.","All the three","His Travelling Expenses"
"Which of the following fall under the ambit of public funds?","Un issued Pay and allowances","Office Allowance fund","Estates of Deserters","All the three","All the three"
"When troops ordered to move at less than 48 Hours notice, funds can be drawn on the authority of ECR by units from which of the following?","Civil Treasury","Bank","Both","None","Both"
"Assignment  to  meet  specified  expenditure of  funds  at  the  disposal  of  the  assigning authority is known as","Cash Assignment","Appropriation","Budget Estimate","budgetary grant","Appropriation"
"An   officer   who   is   entrusted   with   the responsibility of controlling the progress of expenditure is known as","Controlling Officer","Disbursing Officer","Audit Officer","Executive Officer","Controlling Officer"
"Expenditure  which  the  budget  cannot  be held to cover is known as","Fresh Expenditure","Additional Expenditure","Extra Expenditure","Unauthorized Expenditure","Fresh Expenditure"
"Revenues administered by bodies which by law  or  rule  having  the  force  of  law  come under control of Govt are known as","Local Fund","Charged revenues","Public money","Public fund","Local Fund"
"The transit pay and allowances of an officer whose services are lent by Defence to Civil and vice versa are borne by?","Defence","Civil","Borrower","Parent department","Borrower"
"In the case of purchase of stores, a sanction shall be deemed to have been acted up on if within the period of one year?","Tenders have been accepted","indent has been placed on Central Purchase Org.","a or b","None","a or b"
"The   power   to   re   appropriate   between different sub heads within the Minor Heads under each demand is vested in","PCDA","MOD","GOI","GOC in C","MOD"
"Loss  statement for  loss  of  Ordnance  items in a Military Hospital will be priced by","Military Hospital","Ordnance Depot","LAO/PCDA","Master General of Ordnance Branch","LAO/PCDA"
"Handing  and  taking  over  of  stores  should take place in the case of leave of the store keeper for more than days",7,10,14,30,7
"All  cases  of  losses  in  the  offices  at  Armed Forces Head Quarters are investigated by","Respective Head of Offices","CBI","Principal Staff Officers","PCDA New
Delhi","Respective Head of Offices"
"Who is the  competent authority  to  accord time   bar   sanction   for   service   personnel working under NCC?","NCC Group H.Qrs","DGNCC","AG Branch","QMG branch","DGNCC"
"Enhancement  in  contract  rates  sanctioned by lower CFA will be communicated to","Next higher CFA","Army Head Quarters","DGADS","GOC in C","Army Head Quarters"
"Claim    of    Contractors     preferred    after
 years  are  time  barred  by  the Statute of Limitations","30 years","3 years","2 years","5 years","3 years"
"In   the   case    of   ASC    contracts,    whose sanction    is    necessary    to    conclude    a contract for less than 12 months?","PCDA","Next higher CFA","GOC in C","MOD","GOC in C"
"When  a  Contractor  desires  to  transfer  a contract to another party, we will","Accept such transfer","Not accept the proposal","Execute a fresh contract","None","Execute a fresh contract"
"In  the  case  of  doubt  in  interpretation  of  a contract, audit officer should be guided by the opinion of","Accepting officer","Law Officer","Next higher CFA","Next higher audit authority","Law Officer"
"Expand C.O.P","Chief Officer Project","Chief Officer Pilot","Chief of Personnel","Chief of Project","Chief of Personnel"
"Expand G.P. Note","General Power of Attorney Note","General Promissory Note","Government Promissory Note","All the three","Government Promissory Note"
"Who is authorized to sign MRO?","AAO in DAD","Remount and purchasing agent","Rep. of DEO in Cantt","All the three","All the three"
"MRO is valid for a period of","20 days","21 days","14 days","30 days","21 days"
"Which of the following will have first claim on individual’s pay","Court Attachment","Recovery of Advance taken from Govt.","Whichever is earlier","Whichever is later","Court Attachment"
"What is the period allowed for a Contractor to   appeal   to   Area   Commander   against retrenchments from his bills?","Six months","Three months","One month","3 years","One month"
"Expand A.F. Form","Armed Forces Form","Air Force Form","Actionable Format Form","Auditable Format Form","Air Force Form"
"Articles  of  indigenous  produce  are  known as stores?","Local","Central","State","Indian","Local"
"How many copies of MROs are prepared by units     when     depositing     money     into Government Treasury?",2,3,4,5,3
"Whose    sanction    is    necessary    to    re- appropriate       savings       due       to       non expenditure   of   provision   for   a   specific measure?","GOI","MOD","CGDA","DGADS","GOI"
"When   there   is   a   difference   of   opinion between   administrative   authorities   and CDA over the propriety/rate of a recovery, it will be referred to for orders?","Service Head Quarters","Next higher administrative authority","DGADS","CGDA","Service Head Quarters"
"Expand DPM?","Defence Purchase Manual","Defence Procurement Manual","Defence Procurement Management","Defence Purchase Management","Defence Procurement Manual"
"Expand TPC?","Tender Purchase Committee","Tender Procurement Committee","Tender Price Committee","Tender Practice Committee","Tender Purchase Committee"
"Which  of  the  following  forms  of  security deposits  are  accounted  for  through  cash book by Defence Departments?","Cash","Amount deducted from payments due to the contractors","FDRs","All the three","Cash"
"Expand PNC?","Private Net work Committee","Procurement Negotiation Committee","Price Negotiation Committee","Purchase Negotiation committee","Price Negotiation Committee"
"Expand CNC?","Cost Negotiation Committee","Cost Network Committee","Contractors Network Committee","Commercial Negotiation Committee","Commercial Negotiation Committee"
"Earnest Money once forfeited by Executive authority  cannot  be  restored  without  the sanction of ?","Next higher authority","MOD","Service H.Qrs.","GOI","Next higher authority"
"Expand RFP?","Reference for Purchase","Reference for proposal","Request for Purchase","Request for proposal","Request for proposal"
"Expand LTE?","Limited Tender Enquiry","Lowest Tender Enquiry","Limited Tender Entry","Lowest Tender Entry","Limited Tender Enquiry"
"Responsibility     for     carrying     out     stock verification rests solely with ?","LAO","Executive","PCDA/CDA","DGADS","Executive"
"Whose prior approval is necessary to issue modifications in the conditions  of contract which   do   not   involve   enhancement   of rates?","Authority sanctioning the contract","Next higher authority of sanctioning authority","MOD","GOI","Authority sanctioning the contract"
"Purchase  of  goods  and  services  up  to  the value of Rs. only on each occasion may be   made   without   inviting   quotations   or bids  on  the  basis  of  a  certificate  to  be recorded by CFA?",10000,15000,25000,50000,25000
"Expand LPP?","Last Purchase Price","Lowest Purchase Price","Least Purchase Price","Local Purchase Price","Last Purchase Price"
"Remuneration   paid   to   an   employee   for performing  a  special  work  of  occasional  in character is known as ?","Honorarium","Fee","Special Pay","Special Increment","Honorarium"
"Emergency   Cash   Requisition   should   be signed   by   OC   of   the   station   or   in   his absence  by  an  officer,  not  below  the  rank of ?","Colonel","Brigadier","Captain","Major","Major"
"Defence Procurement Manual (DPM) deals with procurements?","Revenue","Capital","Both","None","Revenue"
"Which  of  the  following  is  not  a  standard method of obtaining bids?","Advertised Tender Enquiry","Limited Tender Enquiry","single Tender Enquiry","None","None"
"Advertised Tender Enquiry is also known as
?","Open Tender Enquiry","Limited Tender Enquiry","Local Tender Enquiry","None","Open Tender Enquiry"
"Ordinarily the minimum time to be allowed for  submission  of  bids  should  be    from the date of publication of  the tender notice?","One month","Three weeks","Two weeks","No such limit is prescribed","Three weeks"
"Normally,  the  number  of  supplier  firms  in Limited   Tender   Enquiry   should  be   more than ?","Two","Three","Five","One","Three"
"Expand OEM?","Original Equipment Manufacturer","Options for Equipment Manufacturer","Objectives of Equipment Manufacturing","None","Original Equipment Manufacturer"
"When  it  is  decided  to  replace  an  existing old item(s) witha new item(s), clause should be incorporated in the RFP?","Option","Fall","Risk & Expenses","Buy Back offer","Buy Back offer"
"    is     an     agreement     between     the purchaser  and  the  supplier  for  supply  of specified goods at specified price and terms & conditions during the period covered?","Price Agreement","Rate Contract","Tender","None","Rate Contract"
"Appointment held  by  an  individual, whose duties  are  not  of  an  executive  character, but employed as a member of Estt. is","Magisterial Appointment","Ministerial Appointment","Extra Appointment","Super numerary Establishment","Ministerial Appointment"
"When audit is not able to investigate a time barred   claim   due   to   non   availability   of records,  Sanctioning  powers  are  vested  in full with","GOI","MOD","CGDA","All the three","MOD"
"Which  among  the  following  omissions  can be treated  as  trivial errors in Tenders  that may be allowed to be corrected?","Rates in words","Initial any alteration in rates","Signing tender & schedule","All the three","All the three"
"Allowance    granted    to    meet    personal expenditure      necessitated      by      special circumstances in which duty is performed is known as ?","Compassionate Allowance","Composite Allowance","Compensatory Allowance","Sumptuary allowance","Compensatory Allowance"
"The  period  of  validity  of  MRO  (21  days)  is calculated   from   which   of   the   following dates?","Date of Deposit of money through MRO","Date of clearance by bank","Date of signature of officer authorized to issue MRO","Date of receipt of original MRO in audit office","Date of signature of officer authorized to issue MRO"
"A fidelity bond can be accepted as Security Deposit in the case of ?","Government servants","Private parties","Both","None","Government servants"
"Rules  enumerated  in  FR  I  do  not  apply  to contracts    concluded    by    which    of    the following authorities?","MES","DAD","MOD","All the three","MES"
"Irrecoverable barrack damages are treated as ?","Terminal Compensation","Outstanding demands","Suspense amounts","Loss of public money","Loss of public money"
"The    authority    within    whose    financial powers the amount at issue falls is known as ?","Competent authority","Competent Financial Authority","Controlling authority","Competent Expenditure authority","Competent Financial Authority"
"Questions  on  interpretation  of  GOI  orders involving    financial    matter    in    the    first instance     shall     be     referred     by     local authorities to ?","Their next higher authorities","PCDA/CDA","Nearest Test Audit authorities","MOD","PCDA/CDA"
"When  erroneous  payments  have  been  left unchallenged  in  PCDA  office,  re  audit  of bills paid more than 12 months previously, can  be  undertaken  with  the  permission  of
?","CGDA","MOD","CFA","Next higher CFA","CFA"
"Who  is  the  Competent  Authority  to  make an  excess  appointment  in  a  lower  rank, against a vacancy unfilled in a higher rank?","GOC in C","Authority to make appointment in lower rank","Authority to make appointment in lower &higher rank","GOI","Authority to make appointment in lower &higher rank"
"12   years   National    Defence    Certificates when  submitted  as  security  deposit,  they will be accepted at their value?","Face","Surrender","5% less than Face","5% less than surrender","Surrender"
"A non recurring payment to a Government servant     from     a     source     other     than Consolidated  Fund  of  India  is  known  as
?","Fee","Honorarium","Special pay","All the three","Fee"
"The executive powers of President of India are exercised through  in the case of Defence Services?","CGDA","Army Head Quarters","Ministry of Defence","DGADS","Ministry of Defence"
"In cases where a formal written contract is not made, no order for supplies should be placed  without  at least  written  agreement on ?","Price","payment schedule","standard form","All the three","Price"
"Temporary         increase         to         clerical establishment  by  CFA  for  his  own  office requires the sanction of ?","Next higher CFA","Regional PCDA/CDA","DGADS","GOI","Next higher CFA"
"Period of short term agreement should not exceed ?","3 months","six months","9 months","one year","six months"
"Charges       which       are       incidental       to Management   in   running   the   office   are known as ?","Office Contingencies","Incidental charges","Charged expenditure","All the three","Office Contingencies"
"Sanction  for  any  fresh  expenditure  which has   not  been  acted   on  for     lapses unless it is specifically renewed?","a month","six months","a year","two years","a year"
"Approval    of   _   is   taken   before   actual conclusion  of  a  contract  for  less  than  11 months  duration  resulting  from  floating  of additional tenders?","PCDA/CDA","GOC in c","Army H.Qrs.","GOI","GOC in c"
"Expenditure other than pay & allces. , leave salary,  pensions,  contingencies,  grants  in aid,   contributions,   works,   T   &   P   etc.   is known as ?","Fresh Expenditure","Additional Expenditure","Local Expenditure","Miscellaneous Expenditure","Miscellaneous Expenditure"
"Honorarium is paid to Government servant in which of the following cases?","For contribution of articles on subject matters with which he  is officially concerned","Appointed as Arbitrator in case of dispute between Department (other than he is working) and a private party","Temporary increase in work due to holding of special conferences","All the three","Appointed as Arbitrator in case of dispute between Department (other than he is working) and a private party"
"Expenditure    of    occasional    character    is known as ?","Non Recurring Charges","Honorarium","Fee","All the three","Non Recurring Charges"
"What    is    the    order    of    preference    for procurement   of   stores   (1)   Produced   in India    (2)    Manufactured    in    India    from imported  stores  (3)  Manufactured  abroad which  need  to   be   imported   (4)   Foreign Manufacture held in stock in India",1234,1243,1342,1324,1243
"has full powers to grant permission to undertake  work  from  other  departments and   accept   honorarium   irrespective    of amount?","GOI","MOD","CGDA","DGADS","MOD"
"Grants  in  aid  may  be  sanctioned  to  meet the    expenditure    already    incurred    not earlier  than   prior  to  the  date  of issue of the sanction?","Cannot be sanctioned","6 months","1 year","3 months","1 year"
"When  Lowest  Tender  is  found  invalid  or withdrawn for any reason","The contract will be offered to the next lowest Tenderer","There shall be retendering","CDA will be consulted","Discretion of the accepting officer prevails","There shall be retendering"
"Orders  of  Government  of  India  take  effect from the unless otherwise specified?","They bear","First April of the year","First January of the year","Day of Receipt","They bear"
"Competent  Authority  to  write  off  a  loss  is determined with reference to loss?","Net","Gross","Decided by PCDA/CDA in each case","Loss determined by
Audit Officer","Gross"
"DCDA can write off loss when authority for the  expenditure  is  insufficient  is  up  to  Rs.
in each case?",100,500,1000,3000,3000
"Bank     Fixed     Deposit     Receipts     when submitted  as  Security  should  be  made  in the name of ?","PCDA/CDA","CFA","GOI","Any of the three","PCDA/CDA"
"When    a    Contract    is    proposed    to    be concluded  for  longer  than  1  year  but  not exceeding three years, sanction of must be obtained?","PCDA/CDA","Next higher CFA","MOD","GOI","Next higher CFA"
"Which of the  following  losses need not be reported to PCDA/CDA by the units?","Loss of Aircraft","Loss of Helicopter","Loss disclosing defects in procedure","None","None"
"Cases    of    payments    due    to    incorrect interpretation  of  the  Financial  Regulations by DAD should be submitted to","MOD","DGADS","C&AG","GOI","GOI"
"Cases  of  overpayments  due  to  failure  of audit  other  than  incorrect  interpretation will be taken up by CDA with","CFA","CGDA","AFHQ","DADS","CFA"
"Security  Deposit  submitted  in  the  form  of Promissory   Note   should   be   accepted   at","5% below Market Price","the face value of the Note","Lowest of a, b","Highest of a, b","Lowest of a, b"
"Which    of    the    following    is    true    with reference  to  Bank  Fixed  Deposit  Receipts submitted by a third party as a Security?","They must be made out in the name of CDA","Interest should not pass through Govt. A/c","Both","None","Both"
"Modifications  in  the  existing  conditions  of contract  not  involving  rates  enhancement and  no  extra  expenses  can  be  sanctioned by","CFA","CFA in consultation with CDA/IFA","CFA under intimation to CDA/IFA","None","CFA in consultation with CDA/IFA"
"Indemnity bond for issue of fresh cheque is signed by the","Payee and Executive","Payee, Executive & DAD","Payee, Executive & Bank","Payee and witnessed by Executive","Payee and witnessed by Executive"
"Expand ISM","International Supply Mission","Indian Supply Mission","Integrated Services Mission","Inter Service Management","Indian Supply Mission"
"Expand W.E.T","War Equipment Tables","War Establishment Tables","War Emergency Tables","War Emergency Transactions","War Equipment Tables"
"In  the  case  of  loss  of  stores  in  transit  (By Rail),  part  of  claim  on  account  of  loss  is admitted by Railways, Competent authority to write off loss will be decided on …… loss.","Net","Gross","CFA as determined by PCDA/CDA","CFA as determined by MOD","Net"
"When   there   is   a   difference   of   opinion between  admin  authorities  and  CDA  over the propriety of a recovery, matter shall be reported to for orders?","Services H.Qrs. through CDA","CGDA through Admin authorities","Both","None","Services H.Qrs. through CDA"
"An  appeal  against  final  disallowance  of  an audit  officer  should  be  submitted  within
  from   date   of   issue   of   disallowance intimation?","2 months","3 months","12 months","24 months","2 months"
"If it be in the public interest to extend the period of an  existing Contract, approval of
and sanction of are necessary?","CDA, Next higher CFA","MOD, Next higher CFA","Army H.Qrs, Next higher CFA","GOI, Next higher CFA","CDA, Next higher CFA"
"When  a  contractor  desires  to  transfer  a contract, whose approval is required?","CFA","Next higher CFA","PCDA/CDA","None. Fresh Contract is executed with party willing to take up","None. Fresh Contract is executed with party willing to take up"
"  of   fee   payable   to   a   Government Servant    will    be    credited    to    general revenues  of  Government  as  per  the  limits laid down?","1/3rd",0.25,0.5,"2/3rd","1/3rd"
"may within the annual grant placed at his   disposal   for   the   purpose,   sanction reward     to     employees     for     effecting economies   in   manufacture   in   ordnance factories?","DGOF","MGO","DOS","Chief of Army Staff","DGOF"
"Which    of    the    following    is    true    with reference   to   bearing   covers   received   in Defence units?","They will be refused","Postage must be paid","Amount recovered on a contingent bill","Both b & c","Both b & c"
"Indemnity bond in respect of a cheque lost is  not  required  in  respect  of  which  of  the following?","Government departments","Scheduled banks","Both a & b","None","Both a & b"
"Which of the following allowances is not a compensatory allowance?","Bad Climate Allowance","Island Duty Allowance","Travelling Allowance","Sumptuary allowance","Sumptuary allowance"
"Officer under whose internal audit control, a  public  servant  is   serving   is   known   as
?","Accounts officer","Controlling officer","Audit Controller","Audit Officer","Audit Officer"
"If  the  CO of  a  unit  considers  that  demand for    information    made    by    his    LAO    is unnecessary he will refer the matter first to
?","His next higher authority","PCDA/CDA","b through a","a through b","PCDA/CDA"
"When officer possessing financial powers is posted    out    and    no    officer    has    been appointed      in      his      place,       financial responsibility will rest on?","Officer actually performing the duties","No financial powers exercised","Officer nominated by the officer relieved","As advised by CDA","Officer actually performing the duties"
"Which  of  the  following  provisions  should not  be  made  in  Budget  Estimates,  except under definite orders/special sanction?","Lumpsum provisions","Provision for losses","Both","None","Both"
"Except  in  urgent  cases,  proposals   which require  the  sanction  of  GOI  must  reach them by ?","31st December","15th December","30th November","15th November","15th November"
"PCDA/CDA   will   render   to   the   Defence Officers allotted funds, Monthly statements showing    the    serial    number    of    claims admitted in audit through a monthly report except in the case of ?","Ordnance units","Medical Depots","MES","All the three","MES"
"Re  appropriation  of  funds  is  permissible between heads?","Expenditure","Receipts","RDR","All the three","Expenditure"
"Excess       expenditure       over       modified allotments   noticed   by   CDA    should   be brought to the notice of for necessary action?","Army Head Quarters","Local Authorities","CGDA","GOC in C","Local Authorities"
"If  audit  authority  considers  it  essential  to see   court   of   inquiry   proceedings   in   a specific  case,   shall  make  a  request  to the executive?","Any officer of DAD","through LAO only","Senior Audit officer of the command","Such request should not be done","Senior Audit officer of the command"
"Cash Securities credited as lapsed deposits cannot be refunded without the sanction of
?","GOI","Next higher CFA","Army HQrs","PCDA/CDA","PCDA/CDA"
"  prepares   and   monitors   Defence Service    Estimates    of    the    Ministry    of Defence?","Department of Defence","Finance Division of MOD","Dept. of Defence R&D","Dept. of Defence Production","Finance Division of MOD"
"Security    Deposit    appropriated    towards liquidated   damages,   if   required   to   be refunded   based   on   award   in   favour   of Contractor     will     be     classified     as      Expenditure?","Fresh Expenditure","Charged Expenditure","Refund of Receipts","Decided in each case by PCDA","Charged Expenditure"
"Responsibility of overcharge primarily rests with","Countersigning officer","Audit Officer","Claimant","All the three","Claimant"
"Which of the following are not parts of Two Bid     System?     (1)     Technical     Bid     (2) Commercial Bid (3) Initial bid (4) Final Bid","1,2","2,3","1,3","3,4","3,4"
"The duty of preparing all statistical returns of Defence expenditure rests with","DAD","MOD","Officers receiving allotments","DGADS","DAD"
"Bid Security is also known as ?","Performance Bank Guarantee","Earnest Money Deposit","Security Deposit","All the three","Earnest Money Deposit"
"MES    civilians    are    paid    out    of     Estimates?","Defence Services","MOD civil","both","Decided by PCDA in each case","Defence Services"
"Expand TEC?","Technical Evaluation Committee","Tender Evaluation Committee","Technical Examination Committee","Tender Examination Committee","Technical Evaluation Committee"
"In  case  of  disagreement  with  the  IFA,  the CFA    can    overrule    the    IFA    with    prior permission of ?","Next higher CFA","Next higher IFA","Regional PCDA/CDA","None","None"
"Which of the following does not fall under the ambit of types of contracts?","Rate Contract","Price Agreement","Service Contract","None","None"
"Scrutiny  of  CAs  concluded  by  CE/CWE  is conducted by ?","AO GE","E section of Main office of PCDA","RAO/LAO","Any of the three","E section of Main office of PCDA"
"Expand NIT?","Notice inviting Tender","Notice of indication of tender","Notice including Tender","Notice inquiry Tender","Notice inviting Tender"
"Who  can  conclude  a  contract  beyond  3 years duration?","PCDA/CDA","GOI","MOD","Any of the three","GOI"
"Unexpended  balances  of  Cash  Assignment
?","Is deposited to Government","Lapses to Government","is carried forward to next year","Depends on case to case","Lapses to Government"
"Who   will   accord   Time   Bar   Sanction   of TA/DA claims of Army personnel?","Adjutant General","QMG","Military Secretary","MGO","QMG"
"Cash    Assignment    in    the    nature    of    a permanent advance  placed  at the  disposal of Officers incurring expenditure is","Imprest","Appropriation","Grants in aid","None","Imprest"
"Deposit collected from Tenderers to ensure that  Tender  is  submitted  by  each  person purchasing tender is known as","Security Deposit","Earnest Money","Receipt on account of Sale of Tender documents","All the three","Earnest Money"
"The  final  estimate  for  the  year,  based  on latest known actuals is known as","Preliminary Report","Revised Estimates","Schedule of Demands","Modified Appropriation","Modified Appropriation"
"Adjustment made among owners of vessel and cargo in the event of loss or damage to vessel/cargo is known as","Compensation","General Average","Net worth ratio","Loss statement","General Average"
"Can   audit   make   independent   enquiries from Defence Service Personnel?","No","Yes","with prior permission of PCDA","Depends on case to case","No"
"Industrial  personnel  of  Ordnance  Depots are paid by Administrative authorities on","Pay Bills","Audit Rolls","Check Rolls","Acquaintance Rolls","Check Rolls"
"Tender once accepted becomes ","L-1 Tender","Contract","Offer","All the three","Contract"
"Budget passed to meet the expenditure  of Government in April and May of a financial year is known as","Modified Appropriation","Preliminary Budget","Contingent fund of India","vote on account","vote on account"
"Payment  made  to  a  Government  servant from  the  revenue  of  the  Government  for special work is known as","Fee","Honorarium","Extra Duty Allowance","Special Pay","Honorarium"
"A sanction issued on 29.03.15 from Budget Allotment of 2014-15 will be valid up to",31.03.2015,29.03.2016,01.04.2016,28.03.2016,31/03/15
"Sanctions  having  financial  bearing  and  not covered  by  existing  rules  are  issued in  the form of","Government Letters","Army/Navy/Air Force Instructions","Both","None","Both"
"Expand PV Rate","Price Value Rate","Priced Vocabulary Rate","Primary Value Rate","Payment Value Rate","Priced Vocabulary Rate"
"Competent  Authority  to  write  off  a  loss  is determined  w.r.to   loss  to  write  off
loss","Net, Net","Gross, Gross","Net, Gross","Gross, Net","Gross, Net"
"Pricing of loss statements in respect of ASC stores lost in a unit is done by","LAO","PCDA/CDA","Executive","ASC Records Office","Executive"
"Expand DADEME","Defence Accounts Department Electrical and Mechanical Engineering","Defence Accounts Department for Electronics and Mechanical Engineering","Deputy Assistant Director, Electrical and Mechanical Engineering","Defence Accounts Department in the field of Electrical and Mechanical Engineering","Deputy Assistant Director, Electrical and Mechanical Engineering"
"Which  of  the  following  expenditure  does not require vote by Parliament?","Consolidated Fund of India","Contingency Fund of India","Vote On Account","Charged Expenditure","Charged Expenditure"
"Compensation  on  account  of  late  delivery where loss is pre determined and mutually agreed to is known as","Terminal Compensation","Escalation charges","Liquidated Damages","Demurrage Charges","Liquidated Damages"
"The difference between a Cash Assignment and Imprest is","The unexpended balance of cash assignment lapses and unexpended money in imprest is deposited to government account through M.R.O.","The unexpended balance of cash assignment is deposited into government treasury and unexpended money in imprest account lapses to government","The unexpended balance of cash assignment is carried forward to next year and unexpended money in imprest account lapses","The unexpended balance of imprest account is transferred to next year and unexpended money in cash assignment is deposited to government
account","The unexpended balance of cash assignment lapses and unexpended money in imprest is deposited to government account through M.R.O."
"What is  the  basic document laying  Project Parameters   and   acts   as   the   reference document  for  the  vendor  as  well  as  the user","Tender","Estimates","Market Analysis report","All the three","Tender"
